Rank	Game	Score	VoteCount	Years
126	Light of Altair	6.58	45	2009
127	Train Simulator Classic 2024	6.57	28021	2009
128	Bionic Commando	6.53	1688	2009
129	Marauder	6.53	717	2009
130	Hammerfight	6.53	2005	2009
131	Champions Online	6.52	4164	2009
132	Netsoccer	6.5	135	2009
133	Darkness Within 1: In Pursuit of Loath Nolder	6.5	598	2009
134	For The Glory: A Europa Universalis Game	6.46	157	2009
135	Gratuitous Space Battles	6.45	843	2009
136	Elven Legacy	6.45	178	2009
137	Order of War™	6.45	641	2009
138	Allods Online	6.45	785	2009
139	Watchmen: The End is Nigh	6.44	758	2009
140	Cooking Dash®	6.43	122	2009
141	Helldorado	6.42	171	2009
142	America's Army 3	6.41	2449	2009
143	Chocolatier®: Decadence by Design™	6.39	269	2009
144	Clutch	6.38	230	2009
145	Bionic Heart	6.37	128	2009
146	LUXOR: Mah Jong	6.36	124	2009
147	And Yet It Moves	6.33	1284	2009
148	Art of Murder - Hunt for the Puppeteer	6.33	149	2009
149	Space Giraffe	6.32	83	2009
150	18 Wheels of Steel: Extreme Trucker	6.3	233	2009
151	Watchmen: The End is Nigh Part 2	6.29	326	2009
152	Escape Rosecliff Island	6.28	293	2009
153	Majesty 2	6.27	1174	2009
154	King Arthur - The Role-playing Wargame	6.24	600	2009
155	Runes of Magic	6.23	1392	2009
156	NecroVision	6.23	1715	2009
157	ItzaBitza	6.17	13	2009
158	Chronicles of Mystery - The Tree of Life	6.16	66	2009
159	Build-A-Lot 4: Power Source	6.16	30	2009
160	Rogue Warrior	6.13	1500	2009
161	Ankh 3: Battle of the Gods	6.13	39	2009
162	Theatre of War 2: Africa 1943	6.12	263	2009
163	The Legend of Crystal Valley	6.11	9	2009
164	Fort Zombie	6.11	132	2009
165	Midnight Mysteries	6.08	172	2009
166	Disney The Princess and the Frog	6.03	61	2009
167	Lucidity™	6.03	64	2009
168	Allods Online RU	6.01	1663	2009
169	Elven Legacy: Siege	6	24	2009
170	Science Girls	6	160	2009
171	Codename: Panzers - Cold War	6	266	2009
172	Art of Murder - Cards of Destiny	5.98	141	2009
173	Alien Shooter: Revisited	5.93	785	2009
174	Quantz	5.92	46	2009
175	Fading Hearts	5.89	193	2009
176	Wings of Prey	5.88	699	2009
177	Lunnye Devitsy	5.85	162	2009
178	Velvet Assassin	5.83	2481	2009
179	Monster Trucks Nitro	5.8	54	2009
180	X-Blades	5.79	3173	2009
181	Foreign Legion: Buckets of Blood	5.75	316	2009
182	Metal Drift	5.72	138	2009
183	World of Subways 1 – The Path	5.71	114	2009
184	Island Racer	5.71	12	2009
185	Yosumin!™	5.68	211	2009
186	A Stroke of Fate: Operation Valkyrie	5.63	32	2009
187	Escape From Paradise 2	5.6	6	2009
188	Diaper Dash®	5.6	29	2009
189	Elven Legacy: Magic	5.56	26	2009
190	Crash Time 2	5.51	2433	2009
191	Chainz 2: Relinked	5.51	83	2009
192	9th Company: Roots Of Terror	5.5	232	2009
193	Romance of Rome	5.5	13	2009
194	Solitaire	5.43	29	2009
195	STATIC: Investigator Training	5.43	36	2009
196	Fatale	5.41	135	2009
197	Puzzle Kingdoms	5.4	316	2009
198	Death Track®: Resurrection	5.39	152	2009
199	XIII Century – Gold Edition	5.39	177	2009
200	Chronostorm: Siberian Border	5.38	113	2009
201	Premier Manager 10	5.35	28	2009
202	Cricket Revolution	5.35	125	2009
203	Big City Rigs: Garbage Truck Driver	5.34	5	2009
204	Heileen 2: The Hands Of Fate	5.32	50	2009
205	DinerTown Tycoon	5.29	25	2009
206	Crusaders: Thy Kingdom Come	5.24	44	2009
207	East India Company	5.18	187	2009
208	Valerie Porter and the Scarlet Scandal™	5.17	13	2009
209	Gyromancer	5.15	324	2009
210	World War 2: Time of Wrath	5.15	97	2009
211	Flora's Fruit Farm	5.12	171	2009
212	Delta Force Xtreme 2	5.06	249	2009
213	Big Brain Wolf	5.03	93	2009
214	New York Bus Simulator	5	98	2009
215	Big City Rigs: Bus Driver	5	6	2009
216	PT Boats: Knights of the Sea	4.94	43	2009
217	Jane Angel: Templar Mystery	4.92	74	2009
218	The Tomorrow War	4.92	113	2009
219	Puzzle Quest: Galactrix	4.91	330	2009
220	Dusk 12	4.87	217	2009
221	A Stroke of Fate: Operation Bunker	4.87	17	2009
222	Pahelika: Secret Legends	4.75	66	2009
223	Still Life 2	4.64	527	2009
224	Ironclads: High Seas	4.5	42	2009
225	DinerTown Detective Agency™	4.49	18	2009
226	Sudokuball Detective	4.44	21	2009
227	Time of Shadows	4.33	17	2009
228	Tunnel Rats	4.3	41	2009
229	Dead Mountaineer's Hotel	4.28	112	2009
230	Samantha Swift and the Golden Touch	4.25	103	2009
231	Spirits of Metropolis: Legacy Edition	4.21	4	2009
232	Twin Sector	4.2	288	2009
233	SlamIt Pinball Big Score	4.1	127	2009
234	Diner Dash:® Hometown Hero™	4.04	303	2009
235	Drug Wars	4.01	45	2009
236	The Search for Amelia Earhart	3.96	15	2009
237	Doom Rails	3.84	30	2009
238	All Aspect Warfare	3.83	13	2009
239	Ironclads: American Civil War	3.66	52	2009
240	Sacraboar	3.65	67	2009
241	Angle of Attack	3.57	3	2009
242	Perimeter 2: New Earth	3.48	71	2009
243	Painkiller: Resurrection	3.47	582	2009
244	Raycatcher	3.07	15	2009
245	Art of Murder - The Secret Files	2.89	93	2009
1	Mount & Blade: Warband	8.71	165739	2010
2	Fallout: New Vegas	8.6	224913	2010
3	Sid Meier's Civilization® V	8.57	203391	2010
4	Batman: Arkham Asylum Game of the Year Edition	8.54	72337	2010
5	S.T.A.L.K.E.R.: Call of Pripyat	8.42	30631	2010
6	VVVVVV	8.37	10040	2010
7	Super Meat Boy	8.35	35360	2010
8	Amnesia: The Dark Descent	8.35	33858	2010
9	Alien Swarm	8.33	21229	2010
10	Recettear: An Item Shop's Tale	8.32	7201	2010
11	Bejeweled® 3	8.31	7118	2010
12	Epic Battle Fantasy 3	8.24	2154	2010
13	Beat Hazard	8.22	7363	2010
14	Monkey Island™ 2 Special Edition: LeChuck’s Revenge™	8.16	2767	2010
15	Arma 2: Operation Arrowhead	8.15	22074	2010
16	Victoria II	8.12	19384	2010
17	Just Cause 2	8.09	50644	2010
18	Total War: NAPOLEON – Definitive Edition	8.08	25074	2010
19	Call of Duty®: Black Ops	8.08	39834	2010
20	Singularity™	8.06	5525	2010
21	Aliens vs. Predator™	8.04	19658	2010
22	MARDEK	8.03	253	2010
23	Assassin's Creed 2	7.99	53517	2010
24	Moonbase Alpha	7.97	12828	2010
25	Shatter	7.95	1288	2010
26	Lara Croft and the Guardian of Light	7.94	4516	2010
27	DeathSpank	7.93	902	2010
28	BioShock® 2	7.89	14321	2010
29	Darksiders™	7.87	12364	2010
30	RetroArch	7.87	7826	2010
31	Chime	7.86	763	2010
32	Faerie Solitaire	7.84	2514	2010
33	King's Bounty: Crossworlds	7.82	1429	2010
34	Fortix	7.82	934	2010
35	Shank	7.81	3718	2010
36	Supreme Commander 2	7.8	12346	2010
37	Super Crate Box	7.79	6485	2010
38	eversion	7.79	1306	2010
39	Farming Simulator 2011	7.77	912	2010
40	Dragon Age: Origins - Ultimate Edition	7.74	28052	2010
41	Serious Sam HD: The Second Encounter	7.72	824	2010
42	Flight Control HD	7.72	538	2010
43	Nimbus	7.71	252	2010
44	Puzzle Agent	7.71	2670	2010
45	LEGO® Harry Potter: Years 1-4	7.7	8959	2010
46	Pirates, Vikings, and Knights II	7.7	5924	2010
47	Yousei Daisensou ~ Touhou Sangetsusei	7.69	114	2010
48	RUSH	7.69	1259	2010
49	Quake Live	7.69	15335	2010
50	Nation Red	7.67	2744	2010
51	Lost Horizon	7.67	497	2010
52	MX vs. ATV Reflex	7.67	3771	2010
53	Worms Reloaded	7.62	4849	2010
54	Toki Tori	7.61	2112	2010
55	Double Spoiler	7.61	83	2010
56	Gary Grigsby's War in the East	7.6	568	2010
57	Sonic & SEGA All-Stars Racing	7.57	3113	2010
58	Puzzle Dimension	7.55	488	2010
59	Oddworld: Stranger's Wrath HD	7.54	1634	2010
60	Age of Wonders Shadow Magic	7.54	596	2010
61	Sherlock Holmes and The Hound of The Baskervilles	7.52	772	2010
62	Dragon Age™: Origins Awakening	7.51	154	2010
63	GunGirl 2	7.49	159	2010
64	Puzzler World	7.49	406	2010
65	Nancy Drew®: Warnings at Waverly Academy	7.47	307	2010
66	The Misadventures of P.B. Winterbottom	7.42	455	2010
67	Jolly Rover	7.4	340	2010
68	Zen Bound 2	7.35	576	2010
69	NyxQuest: Kindred Spirits	7.34	130	2010
70	Global Agenda: Free Agent	7.34	1685	2010
71	Date Warp	7.33	172	2010
72	Greed Corp	7.33	543	2010
73	Decisive Campaigns: The Blitzkrieg from Warsaw to Paris	7.33	120	2010
74	The Guild II Renaissance	7.31	3881	2010
75	DeathSpank: Thongs of Virtue	7.31	282	2010
76	Air Attack	7.3	102	2010
77	LEGO® Indiana Jones™ 2: The Adventure Continues	7.26	1755	2010
78	Loneliness	7.26	138	2010
79	Alpha Protocol™	7.22	4889	2010
80	Din's Curse	7.21	237	2010
81	Star Wolves	7.21	419	2010
82	Blade Kitten	7.21	1071	2010
83	Arsenal of Democracy: A Hearts of Iron Game	7.19	372	2010
84	Battle Academy	7.19	343	2010
85	Secret of the Magic Crystals	7.18	1653	2010
86	Split/Second	7.17	2227	2010
87	Fantasy Wars	7.17	286	2010
88	古剑奇谭(GuJian)	7.16	5332	2010
89	Star Trek Online	7.16	20002	2010
90	Patrician III	7.14	910	2010
91	Mystery Case Files: Return to Ravenhearst™	7.11	129	2010
92	Farm Frenzy 3: American Pie	7.09	11	2010
93	nail'd	7.08	1260	2010
94	Star Ruler	7.03	335	2010
95	BIT.TRIP BEAT	7.03	860	2010
96	Super Laser Racer	7.03	97	2010
97	Flotilla	7.03	231	2010
98	Dead Rising® 2	7.02	8005	2010
99	Eschalon: Book II	6.99	136	2010
100	Age of Wonders II: The Wizard's Throne	6.98	355	2010
101	Star Wolves 3: Civil War	6.97	681	2010
102	Nancy Drew®: Shadow at the Water's Edge	6.96	374	2010
103	Deadly Sin 2	6.96	117	2010
104	Blue Toad Murder Files™: The Mysteries of Little Riddle	6.94	110	2010
105	SEASON OF MYSTERY: The Cherry Blossom Murders	6.92	307	2010
106	Bloody Good Time	6.9	1066	2010
107	Zero Gear	6.9	875	2010
108	Gridrunner Revolution	6.89	80	2010
109	Making History II: The War of the World	6.88	385	2010
110	Age of Wonders	6.88	964	2010
111	Medal of Honor™	6.87	9925	2010
112	Swords and Soldiers HD	6.86	1011	2010
113	Archon Classic	6.86	183	2010
114	Jisei	6.81	24	2010
115	Mission Biotech	6.81	24	2010
116	Oddworld: Munch's Oddysee	6.81	1026	2010
117	Sins of a Solar Empire: Trinity®	6.79	790	2010
118	Disney Tangled	6.77	149	2010
119	Sentinel 3: Homeworld	6.72	144	2010
120	Disney•Pixar Cars Toon: Mater's Tall Tales	6.72	100	2010
121	Season Match 3 - Curse of the Witch Crow	6.71	151	2010
122	Nancy Drew®: Secrets Can Kill REMASTERED	6.71	313	2010
123	Blood Bowl - Legendary Edition	6.7	1104	2010
124	Alien Breed: Impact	6.68	1772	2010
125	Clones	6.62	390	2010
126	The Ball	6.62	1110	2010
127	Alien Breed 3: Descent	6.58	570	2010
128	Strategic Command Classic: Global Conflict	6.57	14	2010
129	Puzzle Bots	6.55	163	2010
130	Tom Clancy's Splinter Cell Conviction™	6.54	4401	2010
131	Mass Effect 2 (2010) Edition	6.53	240	2010
132	Lead and Gold: Gangs of the Wild West	6.52	2181	2010
133	Rocket Knight	6.45	167	2010
134	The Polynomial - Space of the music	6.44	493	2010
135	greenTech+ Legacy Edition	6.43	3	2010
136	Megapolis	6.42	153	2010
137	Jurig Escape	6.41	47	2010
138	NecroVisioN: Lost Company	6.37	617	2010
139	Moorhuhn / Crazy Chicken Tales	6.36	60	2010
140	Prince of Persia: The Forgotten Sands™	6.35	2471	2010
141	Voodoo Dice	6.34	19	2010
142	Academagia: The Making of Mages	6.33	283	2010
143	Alien Breed 2: Assault	6.31	1002	2010
144	The Oil Blue: Steam Legacy Edition	6.3	180	2010
145	Disney Alice in Wonderland	6.3	298	2010
146	Alter Ego	6.28	273	2010
147	Victoria I Complete	6.28	250	2010
148	Steel Fury Kharkov 1942	6.27	200	2010
149	Avencast: Rise of the Mage	6.27	705	2010
150	Diamond Dan	6.27	60	2010
151	Konung 3: Ties of the Dynasty	6.26	120	2010
152	Axel & Pixel	6.23	95	2010
153	Wildlife Park 2 - Farm World	6.22	38	2010
154	Apparitions: Kotsmine Hills	6.21	2	2010
155	Wildlife Camp	6.2	41	2010
156	Theatre of War 2: Kursk 1943	6.2	215	2010
157	Nancy Drew®: Trail of the Twister	6.17	155	2010
158	Swarm Arena	6.14	62	2010
159	Kane & Lynch 2: Dog Days	6.12	8833	2010
160	football girl	6.11	45	2010
161	Hacker Evolution	6.1	1003	2010
162	Flower Shop: Summer In Fairbrook	6.08	133	2010
163	Ion Assault	6.04	175	2010
164	Plain Sight	6.04	292	2010
165	Bob Came in Pieces	6.03	112	2010
166	Dragon Saga	6.03	1465	2010
167	Empress Of The Deep	6.02	155	2010
168	Darkness Within 2: The Dark Lineage	5.99	251	2010
169	STAR WARS™: The Force Unleashed™ II	5.97	7264	2010
170	Winter Voices	5.97	268	2010
171	Fluttabyes	5.94	29	2010
172	The Sandbox of God: Remastered Edition	5.94	17	2010
173	The UnderGarden	5.9	91	2010
174	Tidalis	5.89	234	2010
175	Ziro	5.85	36	2010
176	Hearts of Iron III: Semper Fi	5.84	1	2010
177	Glum Buster	5.84	1	2010
178	Front Mission Evolved	5.82	1163	2010
179	A.I.M. Racing	5.82	109	2010
180	Nightshift Legacy: The Jaguar's Eye™	5.79	4	2010
181	Grotesque Tactics: Evil Heroes	5.72	457	2010
182	DogFighter	5.72	431	2010
183	Delve Deeper	5.7	418	2010
184	Dark Fall: Lost Souls	5.69	253	2010
185	Hacker Evolution: Untold	5.65	423	2010
186	Pound of Ground	5.63	172	2010
187	Sniper: Ghost Warrior	5.61	8071	2010
188	ProtoGalaxy	5.58	66	2010
189	Rig n Roll	5.52	556	2010
190	Zombie Pirates	5.52	57	2010
191	Trainz Settle and Carlisle	5.43	50	2010
192	ArcaniA	5.4	2999	2010
193	Escape The Lost Kingdom: The Forgotten Pharaoh	5.39	86	2010
194	Disney•Pixar Toy Story Mania!	5.37	67	2010
195	Tommy Tronic	5.37	19	2010
196	Choice of Broadsides	5.36	12	2010
197	Metal Brigade Tactics	5.34	5	2010
198	Patrician IV	5.33	694	2010
199	Air Forte	5.27	84	2010
200	Choice of the Vampire	5.26	40	2010
201	Armada 2526	5.22	35	2010
202	Real Warfare 1242	5.22	91	2010
203	Millionaire Manor	5.22	91	2010
204	Al Emmo's Postcards from Anozira	5.21	52	2010
205	Joan Jade and the Gates of Xibalba	5.19	41	2010
206	Woody Two-Legs: Attack of the Zombie Pirates	5.18	60	2010
207	PT Boats: South Gambit	5.18	28	2010
208	Choice of the Dragon	5.17	30	2010
209	Disciples III - Renaissance Steam Special Edition	5.15	509	2010
210	Magic Encyclopedia: Moon Light	5.12	44	2010
211	Commander: Conquest of the Americas	5.12	179	2010
212	Ship Simulator Extremes	5.06	2250	2010
213	Hotel Collector's Edition (Brightstone Mysteries: Paranormal Hotel)	5.05	49	2010
214	Mytheon	5.05	124	2010
215	Numen: Contest of Heroes	4.95	191	2010
216	Doc Clock: The Toasted Sandwich of Time	4.9	180	2010
217	OASE - Other Age Second Encounter	4.87	17	2010
218	Booster Trooper	4.86	195	2010
219	Puzzle Chronicles	4.84	51	2010
220	Haunted House™ (2010)	4.84	32	2010
221	Alternativa	4.81	205	2010
222	Reign: Conflict of Nations	4.75	116	2010
223	Hotel Giant 2	4.7	288	2010
224	Coniclysm	4.69	32	2010
225	Silent Hunter 5®: Battle of the Atlantic	4.61	2465	2010
226	Greed: Black Border	4.59	329	2010
227	Redneck Racers	4.57	64	2010
228	Burn Zombie Burn!	4.51	184	2010
229	M.U.D. TV	4.46	185	2010
230	Flight of the Icarus	4.43	250	2010
231	The Kings' Crusade	4.38	164	2010
232	Star Wolves 2	4.35	156	2010
233	Dive to the Titanic	4.28	91	2010
234	Trainz: Classic Cabon City	4.28	52	2010
235	US and THEM	4.16	99	2010
236	15 Days	4.16	151	2010
237	Turba	4.12	148	2010
238	Hunting Unlimited 2011	3.95	31	2010
239	World Basketball Manager 2010	3.93	126	2010
240	Chronicles of Mystery - The Legend of the Sacred Treasure	3.88	42	2010
241	Kisaragi no Hougyoku	3.79	2	2010
242	Blast	3.79	2	2010
243	Mind's Eye: Secrets of the Forgotten	3.79	48	2010
244	Future Wars	3.77	311	2010
245	Power of Defense	3.7	40	2010
246	Razor2: Hidden Skies	3.57	233	2010
247	Glacier 3: The Meltdown	3.57	464	2010
248	Hazen: The Dark Whispers	3.48	51	2010
249	Get Rich or Die Gaming	3.39	33	2010
250	Biozone	3.34	30	2010
1	Portal 2	8.85	429388	2011
2	Terraria	8.82	1392565	2011
3	To the Moon	8.54	79649	2011
4	The Elder Scrolls V: Skyrim	8.52	316942	2011
5	Saints Row: The Third	8.49	68558	2011
6	Supreme Commander: Forged Alliance	8.44	13347	2011
7	The Binding of Isaac	8.42	60051	2011
8	Bastion	8.42	37330	2011
9	Mafia II (Classic)	8.38	54455	2011
10	Batman: Arkham City	8.34	2103	2011
11	Orcs Must Die!	8.32	8127	2011
12	Dead Space™ 2	8.29	25540	2011
13	PAYDAY™ The Heist	8.27	40203	2011
14	Sonic Generations Collection	8.25	25154	2011
15	LIMBO	8.24	56481	2011
16	LEGO® Star Wars™ III - The Clone Wars™	8.23	8344	2011
17	Doom & Destiny	8.2	2379	2011
18	Red Orchestra 2: Heroes of Stalingrad with Rising Storm	8.19	37519	2011
19	Dungeon Defenders	8.19	17916	2011
20	Total War: SHOGUN 2	8.17	63741	2011
21	Warhammer 40,000: Space Marine - Anniversary Edition	8.13	29904	2011
22	Dungeons of Dredmor	8.13	5286	2011
23	Cave Story+	8.1	7611	2011
24	Costume Quest	8.08	3888	2011
25	Waves	8.07	1504	2011
26	Jamestown	8.06	2329	2011
27	Fable - The Lost Chapters	8.06	7685	2011
28	Sonic Adventure DX	8.06	16568	2011
29	Tropico 4	8.05	12372	2011
30	No More Room in Hell	8.05	73834	2011
31	The Witcher 2: Assassins of Kings Enhanced Edition	8.03	86480	2011
32	STAR WARS™: The Old Republic™	8.02	66415	2011
33	SpaceChem	8	4976	2011
34	Alice: Madness Returns	7.99	23116	2011
35	Rock of Ages	7.95	3753	2011
36	Cthulhu Saves the World	7.94	3421	2011
37	LEGO® Pirates of the Caribbean: The Video Game	7.93	4875	2011
38	The Cat and the Coup	7.92	1061	2011
39	Call of Duty®: Modern Warfare® 3 (2011)	7.91	37698	2011
40	Panzer Corps Gold	7.9	2585	2011
41	EDGE	7.89	2186	2011
42	Serious Sam 3: BFE	7.87	27619	2011
43	Assassin’s Creed® Brotherhood	7.87	22566	2011
44	Space Pirates and Zombies	7.86	3096	2011
45	Touhou Shinreibyou ~ Ten Desires.	7.85	356	2011
46	Solar 2	7.83	2127	2011
47	Mount & Blade: With Fire & Sword	7.8	13522	2011
48	Worms Ultimate Mayhem	7.75	5776	2011
49	Sanctum	7.74	3298	2011
50	The Jolly Gang's Misadventures in Africa / Масяня в полной Африке	7.73	191	2011
51	Atom Zombie Smasher	7.72	2015	2011
52	Darkest Hour: A Hearts of Iron Game	7.72	2014	2011
53	Magicka	7.72	31229	2011
54	L.A. Noire	7.69	33775	2011
55	Men of War: Assault Squad	7.69	4912	2011
56	The Tiny Bang Story	7.68	6427	2011
57	Fortix 2	7.65	578	2011
58	Gemini Rue	7.64	1818	2011
59	Black Mirror II	7.64	640	2011
60	Anomaly: Warzone Earth	7.63	4623	2011
61	Lonely Yuri	7.62	143	2011
62	Crysis 2 - Maximum Edition	7.58	13593	2011
63	NightSky	7.58	1002	2011
64	Assassin's Creed® Revelations	7.57	17624	2011
65	SkyDrift	7.57	1160	2011
66	East 73: Magenta Fairytale	7.56	139	2011
67	Go! Go! Nippon! ~My First Trip to Japan~	7.55	3115	2011
68	Earth Defense Force: Insect Armageddon	7.54	1095	2011
69	Spiral Knights	7.53	23606	2011
70	Runaway: A Twist of Fate	7.53	421	2011
71	BIT.TRIP RUNNER	7.52	3915	2011
72	Black Mirror III	7.52	491	2011
73	Dino D-Day	7.51	15037	2011
74	Disney Winnie the Pooh	7.5	263	2011
75	E.Y.E: Divine Cybermancy	7.48	7668	2011
76	Nancy Drew®: Alibi in Ashes	7.48	249	2011
77	Before the Echo	7.47	1427	2011
78	BEEP	7.47	4621	2011
79	Cloning Clyde	7.46	161	2011
80	Renegade Ops	7.46	2773	2011
81	Bird Assassin	7.44	339	2011
82	Puzzle Agent 2	7.43	1080	2011
83	Bloodline Champions	7.43	1698	2011
84	Hector: Badge of Carnage - Full Series	7.41	258	2011
85	Demolition Company Gold Edition	7.39	344	2011
86	Mountain Crime: Requital	7.38	422	2011
87	Nancy Drew®: The Captive Curse	7.36	206	2011
88	Enigmatis: The Ghosts of Maple Creek	7.35	1673	2011
89	Rescue Team	7.35	161	2011
90	Sacra Terra: Angelic Night	7.34	403	2011
91	Stick RPG 2: Director's Cut	7.34	1033	2011
92	Glowfish	7.33	171	2011
93	The Haunted: Hells Reach	7.33	747	2011
94	Post Apocalyptic Mayhem	7.31	1509	2011
95	Breath of Death VII	7.29	1419	2011
96	MegaGlest	7.29	70	2011
97	Rescue Team 2	7.28	53	2011
98	Frozen Synapse	7.27	2595	2011
99	DC Universe™ Online	7.27	20895	2011
100	Dragon Age II: Ultimate Edition	7.24	6388	2011
101	CastleMiner Z	7.24	10672	2011
102	The Next BIG Thing	7.23	671	2011
103	Treasure Adventure Game	7.19	47	2011
104	A Day in the Woods	7.19	23	2011
105	Serious Sam Double D XXL	7.18	841	2011
106	Revenge of the Titans	7.15	1220	2011
107	SATAZIUS	7.14	316	2011
108	TrackMania² Canyon	7.14	1827	2011
109	Star-Twine	7.13	12	2011
110	ARMA: Cold War Assault	7.13	6065	2011
111	Zombie Exodus	7.12	165	2011
112	Drawn®: The Painted Tower	7.11	193	2011
113	Tales of Lagoona	7.11	20	2011
114	Puzzle Pirates	7.08	2074	2011
115	Gatling Gears	7.08	165	2011
116	HOARD	7.07	1034	2011
117	Disney Universe	7.06	385	2011
118	EverQuest II	7.06	2672	2011
119	RAGE	7.04	17472	2011
120	Advanced Tactics Gold	7.03	163	2011
121	Avadon: The Black Fortress	7.03	601	2011
122	Karl's Kooky Warehouse	7.01	17	2011
123	Worms Crazy Golf	6.99	724	2011
124	Nuclear Dawn	6.97	2464	2011
125	English Country Tune	6.94	425	2011
126	Cargo! The Quest for Gravity	6.94	434	2011
127	Monday Night Combat	6.94	1180	2011
128	Dead Rising 2: Off the Record	6.93	3862	2011
129	Dracula: Love Kills	6.92	322	2011
130	Close Combat: Wacht am Rhein	6.92	72	2011
131	Drakensang: The River of Time	6.92	382	2011
132	Lucky Rabbit Reflex!	6.9	38	2011
133	Jerry Rice & Nitus' Dog Football	6.86	78	2011
134	Lightfish	6.85	173	2011
135	Close Combat: Last Stand Arnhem	6.85	130	2011
136	Fate of the World	6.84	439	2011
137	Close Combat: Cross of Iron	6.84	143	2011
138	Ice Demon	6.83	19	2011
139	Blocks That Matter	6.82	772	2011
140	Dwarfs!?	6.82	1038	2011
141	Soulcaster: Part I & II	6.81	50	2011
142	Cities in Motion	6.81	1063	2011
143	Aselia the Eternal -The Spirit of Eternity Sword-	6.8	74	2011
144	Tribloos	6.79	18	2011
145	The Baconing	6.77	254	2011
146	Capsized	6.76	1079	2011
147	Close Combat: The Longest Day	6.76	85	2011
148	Disney•Pixar Cars 2: The Video Game	6.74	1105	2011
149	Ancients of Ooga	6.74	47	2011
150	Demolition Inc.	6.74	287	2011
151	ARMA: Gold Edition	6.74	1262	2011
152	Elder Sign: Omens	6.74	444	2011
153	Portal 2 - The Final Hours	6.72	803	2011
154	Entwined: Strings of Deception	6.72	46	2011
155	Hunted: The Demon’s Forge™	6.7	1288	2011
156	Demigod	6.69	1238	2011
157	RACE Injection	6.69	16	2011
158	Operation Thunderstorm	6.69	370	2011
159	18 Wheels of Steel: Extreme Trucker 2	6.68	157	2011
160	Zeit²	6.68	40	2011
161	Puzzler World 2	6.67	229	2011
162	Kaptain Brawe: A Brawe New World	6.66	163	2011
163	Strategic Command Classic: WWI	6.66	30	2011
